location,latitude,longitude,aqi,last_updated,size
"Shiki, Kumamoto, Japan (苓北志岐天草郡苓北町)",32.5125287,130.051832,55,2024-05-27T11:00:00+09:00,1
"普宁城北,  (揭阳市普宁城北)",23.30725,116.158694,72,2024-05-27T17:00:00+09:00,1
"Huangjinzui, Yibin (宜宾黄金嘴)",28.71583,104.5761,68,2024-05-27T18:00:00+09:00,1
"Yeonghae-myeon, Gyeongbuk, South Korea (영해면 경북)",36.537527,129.407086,52,2024-05-27T18:00:00+09:00,1
"Petrochemical No. 7 elementaty school, Maoming (茂名茂石化七小)",21.6533,110.9294,76,2024-05-27T18:00:00+09:00,1
Longyan (龙岩),25.075123,117.017537,38,2024-05-27T17:00:00+09:00,1
Panjin (盘锦),41.119997,122.070714,34,2024-05-27T18:00:00+09:00,1
"White Elephant Park, Yala, Thailand (สนามโรงพิธีช้างเผือก ยะลา)",6.546205,101.283137,72,2024-05-27T18:00:00+09:00,1
"sānmíng èr zhōng, Sanming (三明三明二中)",26.2708,117.6353,50,2024-05-27T18:00:00+09:00,1
"tàipíng, Anshan , Anshan (鞍山太平)",41.1442,123.0485,38,2024-05-27T18:00:00+09:00,1
"Batu Pahat, Johor, Malaysia",1.919323,102.866618,54,2024-05-27T17:00:00+09:00,1
"Longwan, Wenzhou (温州市龙湾)",27.971359,120.764294,13,2024-05-27T18:00:00+09:00,1
"Yaohai District, Hefei (合肥瑶海区)",31.8585,117.336,50,2024-05-27T18:00:00+09:00,1
"连山广德,  (清远市连山广德)",24.572861,112.105194,42,2024-05-27T17:00:00+09:00,1
"City Monitoring Station, Hanzhong (汉中市监测站)",33.0706,107.0154,78,2024-05-27T18:00:00+09:00,1
"Wugong County Monitoring Station, Xianyang (咸阳武功县监测站)",34.259166670007,108.20833330034,110,2024-05-27T18:00:00+09:00,1
"新丰丰城,  (韶关市新丰丰城)",24.064879,114.232013,34,2024-05-27T17:00:00+09:00,1
Eerduosi (鄂尔多斯),39.608266,109.781327,61,2024-05-27T18:00:00+09:00,1
"堺市北区/金岡南, Japan (金岡南堺市北区)",36.204824,138.252924,55,2024-05-27T18:00:00+09:00,1
"州图书馆, Honghe (红河州州图书馆)",23.3682,103.3758,25,2024-05-27T18:00:00+09:00,1
"Nai Mueang,Mueang,Ubon Ratchathani , Thailand (ต.ในเมือง อ.เมือง จ.อุบลราชธานี)",15.245413,104.846219,32,2024-05-27T18:00:00+09:00,1
"Quảng Ninh/UBND phường Mạo Khê , Vietnam",21.0585079,106.5979359,13,2024-05-27T18:00:00+09:00,1
"Saganoseki, Oita, Oita Prefecture, Japan (佐賀関大分市)",33.2489479,131.8755159,50,2024-05-27T17:00:00+09:00,1
"No. 12 middle school, Tangshan (唐山市12中)",39.658,118.184,76,2024-05-27T18:00:00+09:00,1
"Daziran Garden, Nanning (南宁大自然花园)",22.805,108.383,65,2024-05-27T18:00:00+09:00,1
"Putian City Stations, Putian (莆田莆田市监测站)",25.4552,119.0018,30,2024-05-27T18:00:00+09:00,1
"Nanping Aluminum Co., Ltd., Nanping (南平南平铝业有限公司)",26.6514,118.1819,30,2024-05-27T18:00:00+09:00,1
"Sanyuan District Government, Sanming (三明三元区政府)",26.2378,117.6028,21,2024-05-27T17:00:00+09:00,1
"Palao, Iligan city, Philippines",8.2280209,124.2452422,65,2024-05-27T18:00:00+09:00,1
"Sri Aman, Sarawak, Malaysia",1.219656,111.464792,18,2024-05-27T17:00:00+09:00,1
"High-tech zone, Zaozhuang (枣庄高新区)",34.8225,117.3575,91,2024-05-27T18:00:00+09:00,1
"Changping Dingling, Beijing (昌平定陵)",40.292,116.22,63,2024-05-27T18:00:00+09:00,1
"Okano, Fukuchiyama, Kyoto Prefecture, Japan (福知山福知山市)",35.2925728,135.1252214,53,2024-05-27T17:00:00+09:00,1
"Labuan, Wilayah Persekutuan, Malaysia",5.298107,115.232106,33,2024-05-27T17:00:00+09:00,1
"Trat Provincial Central Stadium, Thailand (สนามกีฬากลางจังหวัดตราด)",12.234862,102.523721,0,2024-05-27T18:00:00+09:00,1
"Yanggu Qiaorun Middle School, Yanggu County (阳谷县阳谷侨润中学)",36.141944,115.791111,68,2024-05-27T18:00:00+09:00,1
"连平东园,  (河源市连平东园)",24.366944,114.492777,68,2024-05-27T17:00:00+09:00,1
"Sinangun, Jeonnam, South Korea (신안군 전남)",34.7555612,126.1260116,60,2024-05-27T18:00:00+09:00,1
"Zhidan County Government, Yanan (延安志丹县政府)",36.82222222018,108.76833329994,72,2024-05-27T17:00:00+09:00,1
"Olympus Garden, Eerduosi (鄂尔多斯奥林花园)",39.7884,109.9734,61,2024-05-27T18:00:00+09:00,1
"Wakahamacho, Sakata, Yamagata, Japan (酒田若浜酒田市)",38.9133641,139.8490646,55,2024-05-27T17:00:00+09:00,1
"Vũng Tàu/Tiểu học Tóc Tiên - TX.Phú Mỹ, Vietnam",10.589853,107.131743,52,2024-05-27T18:00:00+09:00,1
"Kamoike, Kagoshima, Kagoshima, Japan (鴨池鹿児島市)",31.5638461,130.5549058,59,2024-05-27T17:00:00+09:00,1
"Galsan-dong, Dalseo-gu, Daegu, South Korea (호림동 대구)",35.837879,128.488731,55,2024-05-27T18:00:00+09:00,1
"Xinwenzi Station, Xintai City (新泰市新汶子站)",35.87699,117.686348,56,2024-05-27T18:00:00+09:00,1
"Yokomachi, Miyako, Iwate, Japan (横町宮古市)",39.6444335,141.949893,61,2024-05-27T17:00:00+09:00,1
"南雄雄州,  (韶关市南雄雄州)",25.123573,114.314717,30,2024-05-27T17:00:00+09:00,1
Zhenjiang (镇江),32.187849,119.425836,30,2024-05-27T18:00:00+09:00,1
"Donghong-dong, Seogwipo-si, Jeju, South Korea (동홍동 제주)",33.246244,126.56506,44,2024-05-27T18:00:00+09:00,1
"Yamakita, Tsuyama-shi, Okayama-ken, Japan (津山津山市)",35.0709599,134.0087674,46,2024-05-27T17:00:00+09:00,1
"罗定兴华,  (云浮市罗定兴华)",22.761743,111.594533,50,2024-05-27T17:00:00+09:00,1
"Motosojamachi, Maebashi, Gunma, Japan (国設前橋自動車交通環境測定所前橋市)",36.3848873,139.0418552,78,2024-05-27T18:00:00+09:00,1
"Sintang, Indonesia",0.1927001,111.55981182272,53,2024-05-27T18:00:00+09:00,1
"Aofong sub-station, Xuancheng (宣城鳌峰子站)",30.9447,118.7581,42,2024-05-27T18:00:00+09:00,1
"Weinan Development Zone, Yinan County (莒南县莒南开发区)",35.209131,118.810625,68,2024-05-27T18:00:00+09:00,1
Fuxin (阜新),42.021619,121.670324,50,2024-05-27T18:00:00+09:00,1
"Nisshinchō, Tomakomai-shi, Hokkaidō, Japan (糸井苫小牧市)",42.6269329,141.5368683,34,2024-05-27T18:00:00+09:00,1
"Tsushima, Nagasaki, Japan (国設対馬酸性雨対馬市)",34.2026624,129.2874904,50,2024-05-27T17:00:00+09:00,1
"Guan County Guangze Community North, Guan County (冠县冠县广泽小区北)",36.475,115.438,73,2024-05-27T18:00:00+09:00,1
"Danfeng County Environmental Protection Bureau, Shangluo (商洛丹凤县环保局)",33.702467999799,110.32194440041,95,2024-05-27T18:00:00+09:00,1
"Tang Hong, Chongqing (重庆棠香)",29.414271,105.602041,78,2024-05-27T18:00:00+09:00,1
"Betong, Thailand (ต.เบตง อ.เบตง จ.ยะลา)",5.763873,101.067903,56,2024-05-27T18:00:00+09:00,1
"Land Environment and Resources Bureau, Qiongzhongxian (琼中县国土环境资源局站)",19.0408,109.8372,0,2024-05-27T00:00:00+09:00,1
"Shili, Jiujiang (九江十里)",29.6816,115.9872,54,2024-05-27T18:00:00+09:00,1
"State Stations, Nujiang (怒江州州监测站)",25.8567,98.8601,50,2024-05-27T18:00:00+09:00,1
"Quinta Park, Hancheng (韩城金塔公园)",35.47735600008,110.44827900038,82,2024-05-27T18:00:00+09:00,1
"dìqū jiāncè zhàn, Kumul (哈密地区地区监测站)",42.8172,93.5128,59,2024-05-27T18:00:00+09:00,1
"Hatsushimachohama, Arida, Wakayama, Japan (有田市初島公民館有田市)",34.0998513,135.1164328,42,2024-05-27T17:00:00+09:00,1
"Muikamachi, Minamiuonuma, Niigata, Japan (六日町南魚沼市)",37.0661829,138.8774785,34,2024-05-27T17:00:00+09:00,1
"Nishikimachi, Tsuruoka-shi, Yamagata-ken, Japan (鶴岡錦町鶴岡市)",38.7393017,139.8270665,53,2024-05-27T17:00:00+09:00,1
"Prachuap Khiri Khan - Gaia Station 10, Thailand",11.80027,99.790596,11,2024-05-27T18:00:00+09:00,1
"Pingyi Development Zone, Pingyi County (平邑县平邑开发区)",35.474806,117.656622,82,2024-05-27T17:00:00+09:00,1
Kanazawa (金沢),36.5613254,136.6562051,93,2024-05-27T17:00:00+09:00,1
"Manila US Embassy, Philippines",14.57711,120.9778,56,2024-05-27T18:00:00+09:00,1
"City EPA, Shanwei (汕尾市环保局)",22.775,115.3653,55,2024-05-27T18:00:00+09:00,1
"City EPA, Pu'er (普洱市环保局)",22.7633,100.98,30,2024-05-27T18:00:00+09:00,1
"Kluang, Johor, Malaysia",2.037882,103.312063,52,2024-05-27T17:00:00+09:00,1
"Land Environment and Resources Bureau, Chengmaixian (澄迈县澄迈国土环境资源局站)",19.76,110.006,0,2024-05-27T00:00:00+09:00,1
"Junshan, Yueyang (岳阳君山区)",29.4402,112.9943,112,2024-05-27T18:00:00+09:00,1
"Nongnongping, Panzhihua (攀枝花弄弄坪)",26.57098,101.68912,50,2024-05-27T18:00:00+09:00,1
"Huangshandong road, no 89, Huangshan (黄山黄山东路89号)",29.7207,118.3236,30,2024-05-27T18:00:00+09:00,1
"Tianyi Road, Chifeng (赤峰天义路)",42.2556,118.8789,55,2024-05-27T18:00:00+09:00,1
"Higashihongo, Shimoda, Shizuoka, Japan (下田市役所下田市)",34.6795362,138.945316,13,2024-05-27T17:00:00+09:00,1
"Mempawah, Indonesia",0.3440181,109.10197611965,48,2024-05-27T18:00:00+09:00,1
"Takeharacho, Takehara, Hiroshima, Japan (竹原高校竹原市)",34.3410417,132.9031028,46,2024-05-27T18:00:00+09:00,1
Taian (泰安),36.200252,117.087614,79,2024-05-27T18:00:00+09:00,1
"Auditing bureau, Shīhé district, Xinyang (信阳浉河区审计局)",32.2040575,114.5272331,63,2024-05-27T18:00:00+09:00,1
"封开府前,  (肇庆市封开府前)",23.425061,111.515576,50,2024-05-27T17:00:00+09:00,1
"Tàijí dàdào, Chongqing (重庆太极大道)",29.700278,107.373056,91,2024-05-27T18:00:00+09:00,1
"Shimokobana, Fukushima, Japan (楢葉双葉郡楢葉町)",37.2657039,140.9983584,57,2024-05-27T17:00:00+09:00,1
"Seki, Sado, Niigata, Japan (国設佐渡関岬酸性雨佐渡市)",38.2492542,138.4156104,25,2024-05-27T17:00:00+09:00,1
"西门,  (江门市西门)",22.1975,112.295,95,2024-05-27T17:00:00+09:00,1
"City Land Resources Bureau office environment , Wenchang (文昌市国土环境资局办公楼)",19.5508,110.802,0,2024-05-27T00:00:00+09:00,1
"Haitan Park, Beihai (北海海滩公园)",21.4086,109.1436,58,2024-05-27T18:00:00+09:00,1
"Nghệ An/Trường Thi, Thành phố Vinh - KTTV - Trạm cảm biến, Vietnam",18.675369,105.690945,105,2024-05-27T17:00:00+09:00,1
"Provincial Administrative Stadium, Lamphun, Thailand (สนามกีฬาองค์การบริหารส่วนจังหวัดลำพูน)",18.567194,99.038639,35,2024-05-27T18:00:00+09:00,1
"Mokpohang, Jeonnam, South Korea (목포항 전남)",34.771956,126.391513,61,2024-05-27T18:00:00+09:00,1
"Hikimizu, Kumamoto, Japan (大津町引水菊池郡大津町)",32.8796401,130.8824801,30,2024-05-27T11:00:00+09:00,1
"Sài yú, Yangquan (阳泉赛鱼)",37.8792,113.4922,74,2024-05-27T18:00:00+09:00,1
Sapporo (札幌),43.0620958,141.3543763,38,2024-05-27T17:00:00+09:00,1
"Sandakan, Sabah, Malaysia",5.864467,118.091089,32,2024-05-27T17:00:00+09:00,1
"Jinghong City Jiangnan, Xishuangbanna (西双版纳州景洪市江南)",22.0019,100.7939,50,2024-05-27T18:00:00+09:00,1
"jīnshān zhū jīng, Shanghai (金山朱泾)",30.898687,121.166678,55,2024-05-27T17:00:00+09:00,1
"Bintulu, Sarawak, Malaysia",3.177084,113.041091,38,2024-05-27T17:00:00+09:00,1
"Changjiang pawn Bay, Changjiangxian (昌江县昌江棋子湾)",19.34972,108.68472,0,2024-05-27T00:00:00+09:00,1
"Surabaya Development Zone, Yishui County (沂水县沂水开发区)",35.759922,118.592156,82,2024-05-27T18:00:00+09:00,1
"Shanhai Pass, Qinhuangdao (秦皇岛市第一关)",40.018,119.762,78,2024-05-27T18:00:00+09:00,1
"jiāncè lóu, Huaihua (怀化监测楼)",27.5578,109.9972,57,2024-05-27T18:00:00+09:00,1
"Xiaoshishang Port, Luzhou (泸州小市上码头)",28.9026,105.4436,63,2024-05-27T18:00:00+09:00,1
"College Road, Chongqing (重庆书院路)",29.996742,106.247419,59,2024-05-27T18:00:00+09:00,1
"Dingbian County No. 4 Middle School, Yulin (榆林定边县第四中学)",37.593055559767,107.59555559991,81,2024-05-27T17:00:00+09:00,1
"Kinmen, Taiwan (金門)",24.432133,118.312256,34,2024-05-27T18:00:00+09:00,1
"Jinzhou, Dalian (大连金州)",39.1311,121.7481,38,2024-05-27T18:00:00+09:00,1
"Tanglin Road , Shenyang , Shenyang (沈阳东陵路)",41.8336,123.542,63,2024-05-27T18:00:00+09:00,1
"Plain Taoyuan Hotel, Plain County (平原县平原桃园宾馆)",37.162222,116.456111,81,2024-05-27T18:00:00+09:00,1
"Yuci district government, Jinzhong (晋中榆次区政府)",37.7087,112.7105,53,2024-05-27T18:00:00+09:00,1
"雷州朝南,  (湛江市雷州朝南)",20.913124,110.105929,31,2024-05-27T17:00:00+09:00,1
"Cao Bằng/Trạm khí TTQT, Vietnam",22.6782,106.245,35,2024-05-27T18:00:00+09:00,1
"City committee communist party school, Jingzhou (荆州市委党校)",30.3515,112.2068,85,2024-05-27T18:00:00+09:00,1
"tiě èr chù, Shiyan, Hubei (十堰铁二处)",32.571388888889,110.88388888889,78,2024-05-27T18:00:00+09:00,1
"Vĩnh Long/UBND tỉnh, đường Hoàng Thái Hiếu, Vietnam",10.251317,105.946931,3,2024-05-27T18:00:00+09:00,1
"Elderly Health Rehabilitation Center, Thailand (ศูนย์ฟื้นฟูสุขภาพผู้สูงอายุ)",8.426923,99.961469,51,2024-05-27T18:00:00+09:00,1
"Xincai County East Lake Management Office, Xincai county (新蔡县新蔡县东湖管理处)",32.755015,114.989814,0,2024-05-23T15:00:00+09:00,1
"Uljingun, Gyeongbuk, South Korea (울진군 경북)",36.9973684,129.4027221,57,2024-05-27T18:00:00+09:00,1
"Pado-ri, Chungnam, South Korea (파도리 충남)",36.736316,126.132168,52,2024-05-27T18:00:00+09:00,1
"Lanling Monitoring Station, Lanling County (兰陵县兰陵监测站)",34.853106,118.049933,85,2024-05-27T17:00:00+09:00,1
"yuán xī, Heyuan (河源源西)",23.7569,114.6778,63,2024-05-27T17:00:00+09:00,1
"Baihe County Martyrs Cemetery, An'kang (安康白河县烈士陵园)",32.813055559967,110.1100000002,63,2024-05-27T17:00:00+09:00,1
"Nagahisacho Nagahisa, Oda, Shimane, Japan (大田一般環境大気測定局大田市)",35.2046731,132.4994755,34,2024-05-27T17:00:00+09:00,1
"Monitoring station, Guangyuan (广元监测站)",32.4285,105.8624,38,2024-05-27T18:00:00+09:00,1
"Mukah, Sarawak, Malaysia",2.883238,112.019742,28,2024-05-27T17:00:00+09:00,1
"徐闻东方路,  (湛江市徐闻东方路)",20.342398,110.198618,30,2024-05-27T17:00:00+09:00,1
"东莞麻涌,  (东莞市东莞麻涌)",23.046944,113.563611,76,2024-05-27T17:00:00+09:00,1
"zhǎngdǎo dàtóu shān, Zhangdao County (长岛县长岛大头山)",37.989722,120.695833,39,2024-05-27T18:00:00+09:00,1
"jìng tán èr lù, Chongqing (重庆净坛二路)",31.081611,109.876333,52,2024-05-27T18:00:00+09:00,1
"Kokubuchuo, Kirishima, Kagoshima, Japan (霧島霧島市)",31.7357632,130.7651863,30,2024-05-27T17:00:00+09:00,1
"Maegata, Okayama, Japan (早島都窪郡早島町)",34.5994243,133.8263649,59,2024-05-27T17:00:00+09:00,1
"The town of Miyun, Beijing (密云镇)",40.37,116.832,78,2024-05-27T18:00:00+09:00,1
"Miri, Sarawak, Malaysia",4.424679,114.012426,22,2024-05-27T17:00:00+09:00,1
"Kota Kinabalu, Sabah, Malaysia",5.89372,116.04327,29,2024-05-27T17:00:00+09:00,1
"Nha Trang, Vietnam",12.284358,109.192524,20,2024-05-27T17:00:00+09:00,1
"Nishigata, Niimi, Okayama Prefecture, Japan (新見新見市)",34.987437,133.456726,50,2024-05-27T17:00:00+09:00,1
"Yeonpyeongdo, Incheon, South Korea (연평도 인천)",37.652788,125.652904,52,2024-05-27T18:00:00+09:00,1
"Changyi Yizhong, Changyi City (昌邑市昌邑一中)",36.858611,119.431389,65,2024-05-27T17:00:00+09:00,1
"District Agricultural Vocational College, Nanning (南宁区农职院)",22.8464,108.239,68,2024-05-27T18:00:00+09:00,1
"Gozensuichō, Muroran-shi, Hokkaidō, Japan (御前水室蘭市)",42.3223252,140.9984472,45,2024-05-27T17:00:00+09:00,1
"Knowledge Park, Phayao, Thailand (อุทยานการเรียนรู้กว๊านพะเยา)",19.200226,99.893048,57,2024-05-27T18:00:00+09:00,1
"Tsudamachi, Nogata, Fukuoka, Japan (直方直方市)",33.7468752,130.7301352,55,2024-05-27T18:00:00+09:00,1
"FugueiCape, Taiwan",25.294147,121.539141,32,2024-05-27T18:00:00+09:00,1
"Laonian University, Chuzhou (滁州老年大学)",32.3153,118.3094,13,2024-05-27T18:00:00+09:00,1
"Ganam-eup, Gyeonggi, South Korea (가남읍 경기)",37.201739,127.545135,63,2024-05-27T18:00:00+09:00,1
"Zhenping County Environmental Protection Bureau, An'kang (安康镇坪县环保局)",31.885833329845,109.52361110027,49,2024-05-27T17:00:00+09:00,1
"Nishine, Sagae, Yamagata, Japan (寒河江西根寒河江市)",38.3910012,140.277008,63,2024-05-27T17:00:00+09:00,1
"Commission compound Archives , Lingaoxian (临高县委大院档案馆)",19.91205,109.69053,0,2024-05-27T00:00:00+09:00,1
"Jiading Tianhua College, Shanghai (嘉定天华学院)",31.408689,121.201974,42,2024-05-27T17:00:00+09:00,1
"Taeha-ri, Gyeongbuk, South Korea (태하리 경북)",37.518636,130.7970965,63,2024-05-27T18:00:00+09:00,1
"shīfàn xiào, Ziyang (资阳师范校)",30.1142,104.6469,63,2024-05-27T18:00:00+09:00,1
"Toko 8 Jo, Asahikawa, Hokkaido Prefecture, Japan (東光旭川市)",43.7480839,142.3972831,25,2024-05-27T18:00:00+09:00,1
"Huigong Street West , Tieling , Tieling (铁岭汇工街西)",42.3022,123.8139,17,2024-05-27T18:00:00+09:00,1
"Foping County Environmental Protection Bureau, Hanzhong (汉中佛坪县环保局)",33.518055559817,107.98305560004,63,2024-05-27T17:00:00+09:00,1
"Shimotakatsu, Tsuchiura, Ibaraki, Japan (土浦保健所土浦市)",36.0706952,140.1909628,61,2024-05-27T18:00:00+09:00,1
"Yecheongun, Gyeongbuk, South Korea (예천군 경북)",36.576821,128.472886,62,2024-05-27T18:00:00+09:00,1
"Sokchosi( Geumhodong), Gangwon, South Korea (금호동 강원)",38.2068718,128.5881299,61,2024-05-27T18:00:00+09:00,1
"Tanbaichicho, Tenri, Nara, Japan (天理天理市)",34.5947387,135.8301236,55,2024-05-27T17:00:00+09:00,1
"Lạng Sơn/Đông Tân - Hữu Lũng, Vietnam",21.539472,106.3625,17,2024-05-27T18:00:00+09:00,1
"Seongsan-eup, Jeju, South Korea (성산읍 제주)",33.460229,126.91007,53,2024-05-27T18:00:00+09:00,1
"Bureau of Meteorology, Xinyu (新余市气象局)",27.8036,114.9314,53,2024-05-27T18:00:00+09:00,1
"City Hall, Narathiwat, Thailand (ศาลากลางจังหวัดนราธิวาส)",6.426853,101.823388,60,2024-05-27T18:00:00+09:00,1
"Yongding District, Zhangjiajie (张家界永定新区)",29.1389,110.48,76,2024-05-27T18:00:00+09:00,1
"lóngjǐng wān, Chongqing (重庆龙井湾)",29.57,106.4,109,2024-05-27T18:00:00+09:00,1
Chengde (承德),40.954071,117.962411,68,2024-05-27T18:00:00+09:00,1
"CPPCC Building, Wuzhou (梧州龙圩)",23.415,111.2353,55,2024-05-27T18:00:00+09:00,1
"Long An/xã Đức Lập Hạ, huyện Đức Hòa, Vietnam",10.91271,106.431056,0,2024-05-26T10:00:00+09:00,1
"Shuyang County, Xianyang (咸阳泾阳县泾干广场)",34.532499999976,108.83527779973,97,2024-05-27T18:00:00+09:00,1
"北环路, Tianjin (天津北环路)",40.066111111111,117.42333333333,70,2024-05-27T18:00:00+09:00,1
"dònglì gōngsī, Baiyin (白银动力公司)",36.5481,104.1731,34,2024-05-27T18:00:00+09:00,1
"Cheongcheon-myeon, Chungbuk, South Korea (청천면 충북)",36.730926,127.804682,59,2024-05-27T18:00:00+09:00,1
"Jiancaoping, Taiyuan (太原尖草坪)",37.8873,112.522,42,2024-05-27T17:00:00+09:00,1
"Pan Bazaar, Guwahati, India",26.1875,91.744194,27,2024-05-27T14:30:00+09:00,1
"Biological Product Institute, Lanzhou (兰州生物制品所)",36.0725,103.841,93,2024-05-27T18:00:00+09:00,1
"Otsubomachi, Takaoka, Toyama, Japan (高岡大坪高岡市)",36.7536325,137.0166929,36,2024-05-27T17:00:00+09:00,1
"Palbok-dong, Jeonju-si, Jeonbuk, South Korea (팔복동 전북)",35.851533,127.087,68,2024-05-27T18:00:00+09:00,1
"Dingtao Civil Affairs Bureau, Dingtao District (定陶区定陶民政局)",35.06,115.58,81,2024-05-27T18:00:00+09:00,1
Yingkou (营口),40.667012,122.235418,50,2024-05-27T18:00:00+09:00,1
"Arashimacho, Toba, Mie, Japan (鳥羽高校鳥羽市)",34.466073,136.8477978,17,2024-05-27T17:00:00+09:00,1
"Higashihagoromo, Takaishi, Osaka Prefecture, Japan (高石中学校高石市)",34.5254167,135.446863,63,2024-05-27T18:00:00+09:00,1
"Rusamilae, Mueang, Pattani, Thailand (ต.รูสะมิแล อ.เมือง จ.ปัตตานี)",6.8732,101.22251,21,2024-05-27T18:00:00+09:00,1
"Zizhou County Government, Yulin (榆林子洲县政府)",37.610000000301,110.02944439974,88,2024-05-27T17:00:00+09:00,1
"Chuocho, Shimada, Shizuoka, Japan (島田市役所島田市)",34.8364386,138.1760438,21,2024-05-27T18:00:00+09:00,1
"Hat Yai Municipality, Songkhla, Thailand (เทศบาลนครหาดใหญ่)",7.020434,100.484088,51,2024-05-27T18:00:00+09:00,1
"EPB Dormitory, Zhanjiang (湛江环保局宿舍)",21.1997,110.4019,46,2024-05-27T18:00:00+09:00,1
"luòhé dàxué, Luohe (漯河漯河大学)",33.567736,114.011061,76,2024-05-27T18:00:00+09:00,1
"Higashifukawa, Nagato, Yamaguchi, Japan (長門土木建築事務所長門市)",34.369573,131.1841113,38,2024-05-27T17:00:00+09:00,1
"Yílíng district, Yichang (宜昌夷陵区)",30.7819,111.3296,38,2024-05-27T18:00:00+09:00,1
"Qingzhou Shuangbei Stadium, Qingzhou City (青州市青州双贝体育场)",36.65739,118.45581,92,2024-05-27T18:00:00+09:00,1
"BDA, Xinzhou (忻州开发区)",38.4519,112.7383,74,2024-05-27T18:00:00+09:00,1
"Liujiagou , Shiyan, Hubei (十堰刘家沟)",32.638888888889,110.72583333333,34,2024-05-27T18:00:00+09:00,1
"和平新华,  (河源市和平新华)",24.407083,114.939138,46,2024-05-27T17:00:00+09:00,1
"Haenam-eup, Jeonnam, South Korea (해남읍 전남)",34.565366,126.599224,48,2024-05-27T18:00:00+09:00,1
"Diqing station, Diqing (迪庆州迪庆州站)",27.8317,99.7056,38,2024-05-27T18:00:00+09:00,1
"Zhang village government, Weihai (威海张村政府)",37.48458826,122.0444208,56,2024-05-27T18:00:00+09:00,1
"Fuleshan, Mianyang (绵阳富乐山)",31.4747,104.7778,76,2024-05-27T18:00:00+09:00,1
"City Environmental Building, Bayannur (巴彦淖尔市环保大楼)",40.7378,107.3715,50,2024-05-27T18:00:00+09:00,1
"Koizuka, Kumagaya, Saitama, Japan (熊谷肥塚自排熊谷市)",36.1633833,139.3890408,78,2024-05-27T18:00:00+09:00,1
"Obiracho, Yokkaichi, Mie Prefecture, Japan (四日市商業高校四日市市)",34.9841483,136.5896797,55,2024-05-27T17:00:00+09:00,1
"táohuāyuán zhōng lù, Chongqing (重庆桃花源中路)",28.845833,108.761388,45,2024-05-27T18:00:00+09:00,1
"City EPA, Lincang (临沧市环保局)",23.8822,100.0869,57,2024-05-27T18:00:00+09:00,1
Shizuoka (静岡),34.975562,138.3827596,25,2024-05-27T18:00:00+09:00,1
"Viet Tri, Vietnam (Tp Việt Trì)",21.33847,105.3673,6,2024-05-27T18:00:00+09:00,1
"Goryoshitacho, Satsumasendai, Kagoshima, Japan (薩摩川内薩摩川内市)",31.8322929,130.2934393,30,2024-05-27T17:00:00+09:00,1
"hàn huà guǎn, Nanyang (南阳汉画馆)",32.970171,112.502907,74,2024-05-27T18:00:00+09:00,1
"Pyeongtaekdangjinhang, Chungnam, South Korea (평택당진항 충남)",36.930248,126.806683,68,2024-05-27T18:00:00+09:00,1
"Henan'an, Huizhou (惠州河南岸)",23.0528,114.4183,76,2024-05-27T18:00:00+09:00,1
"Yunqi, Hangzhou (杭州市云栖)",30.18083333,120.0883333,30,2024-05-27T18:00:00+09:00,1
"Boshan shuangshan, Zibo (淄博博山双山)",36.49722222,117.8477778,75,2024-05-27T18:00:00+09:00,1
"mùyáng, Yunfu (云浮牧羊)",22.9539,112.0539,124,2024-05-27T18:00:00+09:00,1
"Mizoshiri, Maizuru, Kyoto Prefecture, Japan (東舞鶴舞鶴市)",35.4725224,135.3997656,34,2024-05-27T17:00:00+09:00,1
"阳西城区,  (阳江市阳西城区)",21.756039,111.613483,61,2024-05-27T17:00:00+09:00,1
"Tengzhou Planning Bureau, Tengzhou City (滕州市滕州市规划局)",35.64851,117.94624,87,2024-05-27T18:00:00+09:00,1
"Kiyoharadai, Utsunomiya, Tochigi, Japan (清原宇都宮市)",36.5495529,139.9977274,59,2024-05-27T16:00:00+09:00,1
Dandong (丹东),40.0005,124.354707,30,2024-05-27T18:00:00+09:00,1
"No.8 middle school, Guilin (桂林八中)",25.2178,110.2869,50,2024-05-27T18:00:00+09:00,1
"龙泉驿区区政府, Chengdu (成都龙泉驿区区政府)",30.5589,104.2725,65,2024-05-27T18:00:00+09:00,1
"Tokiwachō, Kitami-shi, Hokkaidō, Japan (北見市常磐町大気測定局舎北見市)",43.798243,143.890385,13,2024-05-27T17:00:00+09:00,1
"Calinan National High School, Davao City, Philippines",7.186512,125.456693,40,2024-05-27T19:00:00+09:00,1
"Pak Prak, Kanchanaburi, Kanchanaburi, Thailand (ต.ปากแพรก อ.เมือง จ.กาญจนบุรี)",14.022376,99.536195,107,2024-05-27T18:00:00+09:00,1
"Shinmeicho, Okaya, Nagano, Japan (岡谷インターチェンジ岡谷市)",36.0786063,138.047687,34,2024-05-27T17:00:00+09:00,1
"Hongdo, Jeonnam, South Korea (홍도 전남)",34.698747,125.192314,63,2024-05-27T18:00:00+09:00,1
"Zhouzhi County Environmental Protection Bureau, Xian (西安周至县环保局)",34.158611110415,108.21388890005,100,2024-05-27T18:00:00+09:00,1
"Sơn La/P. Tô Hiệu - KTTV - Trạm cảm biến, Vietnam",21.331983,103.905326,0,2024-05-27T08:00:00+09:00,1
"Chom Nan Chaloem Phrakiat Public Park, Thailand (สวนชมน่านเฉลิมพระเกียรติ)",16.820833,100.258056,33,2024-05-27T18:00:00+09:00,1
